   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      113    0.001    0.000    0.009    0.000 interface.py:308(__init__)
      4/2    0.000    0.000    0.000    0.000 interface.py:387(names)
        2    0.000    0.000    0.000    0.000 interface.py:399(__iter__)
       16    0.000    0.000    0.000    0.000 interface.py:492(_call_conform)
        1    0.000    0.000    0.000    0.000 interface.py:50(Element)
     1324    0.001    0.000    0.002    0.000 interface.py:514(__cmp)
     3397    0.002    0.000    0.002    0.000 interface.py:545(__hash__)
     1324    0.001    0.000    0.003    0.000 interface.py:552(__eq__)
      489    0.000    0.000    0.001    0.000 interface.py:57(__init__)
        1    0.000    0.000    0.000    0.000 interface.py:579(Attribute)
        1    0.000    0.000    0.000    0.000 interface.py:591(Method)
      318    0.000    0.000    0.000    0.000 interface.py:609(_set_optional)
      318    0.002    0.000    0.003    0.000 interface.py:639(fromFunction)
        1    0.000    0.000    0.004    0.004 interface.py:693(_wire)
        1    0.000    0.000    0.000    0.000 interface.py:92(SpecificationBasePy)
        1    0.000    0.000    0.000    0.000 interfaces.py:1031(IReactorProcess)
        1    0.000    0.000    0.000    0.000 interfaces.py:11(IJellyable)
        1    0.000    0.000    0.000    0.000 interfaces.py:1117(IReactorTime)
        1    0.000    0.000    0.000    0.000 interfaces.py:1160(IDelayedCall)
        1    0.000    0.000    0.000    0.000 interfaces.py:1217(IReactorThreads)
        1    0.000    0.000    0.000    0.000 interfaces.py:1262(IReactorCore)
        1    0.000    0.000    0.000    0.000 interfaces.py:1283(IComponents)
        1    0.000    0.000    0.000    0.000 interfaces.py:1393(IReactorPluggableResolver)
        1    0.000    0.000    0.000    0.000 interfaces.py:1409(IReactorDaemonize)
        1    0.000    0.000    0.000    0.000 interfaces.py:1440(IReactorFDSet)
        1    0.000    0.000    0.003    0.003 interfaces.py:15(<module>)
        1    0.000    0.000    0.000    0.000 interfaces.py:15(IAddress)
        1    0.000    0.000    0.000    0.000 interfaces.py:1513(IListeningPort)
        1    0.000    0.000    0.000    0.000 interfaces.py:1543(ILoggingContext)
        1    0.000    0.000    0.000    0.000 interfaces.py:1557(IFileDescriptor)
        1    0.000    0.000    0.000    0.000 interfaces.py:1595(IReadDescriptor)
        1    0.000    0.000    0.000    0.000 interfaces.py:160(IInterface)
        1    0.000    0.000    0.000    0.000 interfaces.py:1612(IWriteDescriptor)
        1    0.000    0.000    0.000    0.000 interfaces.py:1629(IReadWriteDescriptor)
        1    0.000    0.000    0.000    0.000 interfaces.py:1635(IHalfCloseableDescriptor)
        1    0.000    0.000    0.000    0.000 interfaces.py:1651(ISystemHandle)
        1    0.000    0.000    0.000    0.000 interfaces.py:1669(IConsumer)
        1    0.000    0.000    0.000    0.000 interfaces.py:1720(IProducer)
        1    0.000    0.000    0.000    0.000 interfaces.py:1737(IPushProducer)
        1    0.000    0.000    0.000    0.000 interfaces.py:1761(IPullProducer)
        1    0.000    0.000    0.000    0.000 interfaces.py:1777(IProtocol)
        1    0.000    0.000    0.000    0.000 interfaces.py:1825(IProcessProtocol)
        1    0.000    0.000    0.000    0.000 interfaces.py:1891(IHalfCloseableProtocol)
        1    0.000    0.000    0.000    0.000 interfaces.py:19(IUnjellyable)
        1    0.000    0.000    0.000    0.000 interfaces.py:1926(IFileDescriptorReceiver)
        1    0.000    0.000    0.000    0.000 interfaces.py:1945(IProtocolFactory)
        1    0.000    0.000    0.000    0.000 interfaces.py:1975(ITransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2036(ITCPTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2104(IUNIXTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2131(ITLSTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2145(ISSLTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2156(IProcessTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2230(IServiceCollection)
        1    0.000    0.000    0.000    0.000 interfaces.py:2253(IUDPTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2298(IUNIXDatagramTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2314(IUNIXDatagramConnectedTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2335(IMulticastTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:2386(IStreamClientEndpoint)
        1    0.000    0.000    0.000    0.000 interfaces.py:24(IConnector)
        1    0.000    0.000    0.000    0.000 interfaces.py:2406(IStreamServerEndpoint)
        1    0.000    0.000    0.000    0.000 interfaces.py:2426(IStreamServerEndpointStringParser)
        1    0.000    0.000    0.000    0.000 interfaces.py:2454(IStreamClientEndpointStringParser)
        1    0.000    0.000    0.000    0.000 interfaces.py:25(IElement)
        1    0.000    0.000    0.000    0.000 interfaces.py:303(IDeclaration)
        1    0.000    0.000    0.000    0.000 interfaces.py:362(IInterfaceDeclaration)
        1    0.000    0.000    0.000    0.000 interfaces.py:51(IAttribute)
        1    0.000    0.000    0.000    0.000 interfaces.py:58(IResolverSimple)
        1    0.000    0.000    0.000    0.000 interfaces.py:59(IMethod)
        1    0.000    0.000    0.000    0.000 interfaces.py:6(<module>)
        1    0.000    0.000    0.000    0.000 interfaces.py:625(IReactorTCP)
        1    0.000    0.000    0.000    0.000 interfaces.py:663(IAdapterRegistry)
        1    0.000    0.000    0.000    0.000 interfaces.py:672(IReactorSSL)
        1    0.000    0.000    0.000    0.000 interfaces.py:714(IReactorUNIX)
        1    0.000    0.000    0.000    0.000 interfaces.py:753(ComponentLookupError)
        1    0.000    0.000    0.000    0.000 interfaces.py:756(Invalid)
        1    0.000    0.000    0.000    0.000 interfaces.py:759(IObjectEvent)
        1    0.000    0.000    0.000    0.000 interfaces.py:761(IReactorUNIXDatagram)
        1    0.000    0.000    0.000    0.000 interfaces.py:769(ObjectEvent)
        1    0.000    0.000    0.000    0.000 interfaces.py:775(IComponentLookup)
        1    0.000    0.000    0.004    0.004 interfaces.py:8(<module>)
        1    0.000    0.000    0.000    0.000 interfaces.py:807(IReactorWin32Events)
        1    0.000    0.000    0.000    0.000 interfaces.py:840(IReactorUDP)
        1    0.000    0.000    0.000    0.000 interfaces.py:856(IRegistration)
        1    0.000    0.000    0.000    0.000 interfaces.py:86(ISpecification)
        1    0.000    0.000    0.000    0.000 interfaces.py:868(IReactorMulticast)
        1    0.000    0.000    0.000    0.000 interfaces.py:87(IResolver)
        1    0.000    0.000    0.000    0.000 interfaces.py:871(IUtilityRegistration)
        1    0.000    0.000    0.000    0.000 interfaces.py:879(_IBaseAdapterRegistration)
        1    0.000    0.000    0.000    0.000 interfaces.py:895(IReactorSocket)
        1    0.000    0.000    0.000    0.000 interfaces.py:897(IAdapterRegistration)
        1    0.000    0.000    0.000    0.000 interfaces.py:901(ISubscriptionAdapterRegistration)
        1    0.000    0.000    0.000    0.000 interfaces.py:905(IHandlerRegistration)
        1    0.000    0.000    0.000    0.000 interfaces.py:916(IRegistrationEvent)
        1    0.000    0.000    0.000    0.000 interfaces.py:920(RegistrationEvent)
        1    0.000    0.000    0.000    0.000 interfaces.py:927(IRegistered)
        1    0.000    0.000    0.000    0.000 interfaces.py:931(Registered)
        1    0.000    0.000    0.000    0.000 interfaces.py:935(IUnregistered)
        1    0.000    0.000    0.000    0.000 interfaces.py:939(Unregistered)
        1    0.000    0.000    0.000    0.000 interfaces.py:945(IComponentRegistry)
        1    0.000    0.000    0.000    0.000 internet.py:137(_AbstractClient)
        1    0.000    0.000    0.000    0.000 internet.py:229(TimerService)
        1    0.000    0.000    0.000    0.000 internet.py:299(CooperatorService)
        1    0.000    0.000    0.000    0.000 internet.py:320(StreamServerEndpointService)
        1    0.000    0.000    0.003    0.003 internet.py:38(<module>)
        1    0.000    0.000    0.000    0.000 internet.py:60(_VolatileDataService)
        1    0.000    0.000    0.000    0.000 internet.py:73(_AbstractServer)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.001    0.001 iweb.py:11(<module>)
        1    0.000    0.000    0.000    0.000 iweb.py:22(IRequest)
        1    0.000    0.000    0.000    0.000 iweb.py:329(ICredentialFactory)
        1    0.000    0.000    0.000    0.000 iweb.py:376(IBodyProducer)
        1    0.000    0.000    0.000    0.000 iweb.py:435(IRenderable)
        1    0.000    0.000    0.000    0.000 iweb.py:468(ITemplateLoader)
        1    0.000    0.000    0.000    0.000 iweb.py:484(IResponse)
        1    0.000    0.000    0.000    0.000 iweb.py:558(_IRequestEncoder)
        1    0.000    0.000    0.000    0.000 iweb.py:589(_IRequestEncoderFactory)
        1    0.000    0.000    0.000    0.000 iweb.py:604(IClientRequest)
        1    0.000    0.000    0.000    0.000 iweb.py:626(IAgent)
        1    0.000    0.000    0.000    0.000 jelly.py:1025(allowBasicTypes)
        6    0.000    0.000    0.000    0.000 jelly.py:1033(allowTypes)
        5    0.000    0.000    0.000    0.000 jelly.py:165(_maybeClass)
        5    0.000    0.000    0.000    0.000 jelly.py:178(setUnjellyableForClass)
        1    0.000    0.000    0.000    0.000 jelly.py:290(Unpersistable)
        1    0.000    0.000    0.000    0.000 jelly.py:308(Jellyable)
        1    0.000    0.000    0.000    0.000 jelly.py:331(Unjellyable)
        1    0.000    0.000    0.000    0.000 jelly.py:354(_Jellier)
        1    0.000    0.000    0.000    0.000 jelly.py:607(_Unjellier)
        1    0.002    0.002    0.006    0.006 jelly.py:62(<module>)
        1    0.000    0.000    0.000    0.000 jelly.py:912(_Dummy)
        1    0.000    0.000    0.000    0.000 jelly.py:919(_DummyNewStyle)
        1    0.000    0.000    0.000    0.000 jelly.py:949(InsecureJelly)
        1    0.000    0.000    0.000    0.000 jelly.py:957(DummySecurityOptions)
        1    0.000    0.000    0.000    0.000 jelly.py:989(SecurityOptions)
        1    0.000    0.000    0.000    0.000 jelly.py:998(__init__)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 ldap_digests.py:106(ldap_md5)
        1    0.000    0.000    0.000    0.000 ldap_digests.py:116(ldap_sha1)
        1    0.000    0.000    0.000    0.000 ldap_digests.py:126(ldap_salted_md5)
        1    0.000    0.000    0.000    0.000 ldap_digests.py:166(ldap_salted_sha1)
        1    0.000    0.000    0.002    0.002 ldap_digests.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ldap_digests.py:206(ldap_plaintext)
        1    0.000    0.000    0.000    0.000 ldap_digests.py:245(_init_ldap_crypt_handlers)
        1    0.000    0.000    0.000    0.000 ldap_digests.py:40(_Base64DigestHelper)
        1    0.000    0.000    0.000    0.000 ldap_digests.py:60(_SaltedBase64DigestHelper)
       27    0.000    0.000    0.000    0.000 lexer.py:134(<genexpr>)
       26    0.000    0.000    0.000    0.000 lexer.py:135(<lambda>)
        1    0.000    0.000    0.002    0.002 lexer.py:16(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:189(compile_rules)
        1    0.000    0.000    0.000    0.000 lexer.py:212(Failure)
        2    0.000    0.000    0.000    0.000 lexer.py:217(__init__)
        1    0.000    0.000    0.000    0.000 lexer.py:225(Token)
        4    0.000    0.000    0.000    0.000 lexer.py:228(<genexpr>)
     1841    0.001    0.000    0.002    0.000 lexer.py:230(__new__)
     2812    0.003    0.000    0.004    0.000 lexer.py:240(test)
      180    0.000    0.000    0.001    0.000 lexer.py:253(test_any)
        1    0.000    0.000    0.000    0.000 lexer.py:268(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 lexer.py:289(TokenStream)
        3    0.000    0.000    0.000    0.000 lexer.py:296(__init__)
      553    0.000    0.000    0.000    0.000 lexer.py:308(__bool__)
       18    0.000    0.000    0.000    0.000 lexer.py:314(push)
       18    0.000    0.000    0.000    0.000 lexer.py:318(look)
       18    0.000    0.000    0.000    0.000 lexer.py:326(skip)
     1332    0.001    0.000    0.003    0.000 lexer.py:331(next_if)
     1332    0.001    0.000    0.003    0.000 lexer.py:338(skip_if)
     1856    0.002    0.000    0.032    0.000 lexer.py:342(__next__)
        3    0.000    0.000    0.000    0.000 lexer.py:354(close)
      533    0.000    0.000    0.016    0.000 lexer.py:360(expect)
        3    0.000    0.000    0.004    0.001 lexer.py:381(get_lexer)
        1    0.000    0.000    0.000    0.000 lexer.py:402(Lexer)
        1    0.000    0.000    0.004    0.004 lexer.py:410(__init__)
       10    0.000    0.000    0.004    0.000 lexer.py:412(<lambda>)
      349    0.000    0.000    0.001    0.000 lexer.py:538(_normalize_newlines)
        3    0.000    0.000    0.000    0.000 lexer.py:542(tokenize)
     1838    0.003    0.000    0.030    0.000 lexer.py:548(wrap)
     2654    0.008    0.000    0.023    0.000 lexer.py:593(tokeniter)
        1    0.000    0.000    0.000    0.000 loaders.py:10(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:138(FileSystemLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:153(__init__)
        3    0.000    0.000    0.001    0.000 loaders.py:159(get_source)
       29    0.000    0.000    0.001    0.000 loaders.py:172(uptodate)
        1    0.000    0.000    0.000    0.000 loaders.py:195(PackageLoader)
        3    0.000    0.000    0.000    0.000 loaders.py:22(split_template_path)
        1    0.000    0.000    0.000    0.000 loaders.py:260(DictLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:282(FunctionLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:312(PrefixLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:366(ChoiceLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:37(BaseLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:407(_TemplateModule)
        1    0.000    0.000    0.000    0.000 loaders.py:411(ModuleLoader)
        3    0.000    0.000    0.141    0.047 loaders.py:99(load)
        1    0.000    0.000    0.000    0.000 lockfile.py:8(<module>)
        1    0.000    0.000    0.000    0.000 lockfile.py:88(FilesystemLock)
        1    0.000    0.000    0.000    0.000 log.py:128(Logger)
       56    0.001    0.000    0.001    0.000 log.py:132(logPrefix)
        1    0.000    0.000    0.000    0.000 log.py:142(LogPublisher)
        1    0.000    0.000    0.000    0.000 log.py:149(__init__)
        2    0.000    0.000    0.000    0.000 log.py:152(addObserver)
        1    0.000    0.000    0.000    0.000 log.py:163(removeObserver)
       33    0.000    0.000    0.006    0.000 log.py:169(msg)
       33    0.000    0.000    0.000    0.000 log.py:263(_safeFormat)
        1    0.000    0.000    0.000    0.000 log.py:27(ILogContext)
       33    0.000    0.000    0.000    0.000 log.py:289(textFromEventDict)
        1    0.000    0.000    0.000    0.000 log.py:322(FileLogObserver)
        1    0.000    0.000    0.000    0.000 log.py:331(__init__)
       33    0.000    0.000    0.001    0.000 log.py:336(getTimezoneOffset)
       33    0.001    0.000    0.001    0.000 log.py:351(formatTime)
        1    0.000    0.000    0.000    0.000 log.py:37(ILogObserver)
       33    0.000    0.000    0.006    0.000 log.py:382(emit)
        1    0.000    0.000    0.000    0.000 log.py:407(PythonLoggingObserver)
        1    0.000    0.000    0.000    0.000 log.py:458(StdioOnnaStick)
        2    0.000    0.000    0.000    0.000 log.py:474(__init__)
       26    0.000    0.000    0.006    0.000 log.py:498(write)
        1    0.000    0.000    0.000    0.000 log.py:520(startLogging)
        1    0.000    0.000    0.000    0.000 log.py:534(startLoggingWithObserver)
        1    0.000    0.000    0.000    0.000 log.py:554(NullFile)
        1    0.000    0.000    0.000    0.000 log.py:579(DefaultObserver)
        1    0.000    0.000    0.000    0.000 log.py:599(start)
        1    0.000    0.000    0.000    0.000 log.py:602(stop)
        1    0.001    0.001    0.024    0.024 log.py:7(<module>)
      132    0.001    0.000    1.721    0.013 log.py:70(callWithContext)
      132    0.001    0.000    1.722    0.013 log.py:75(callWithLogger)
       33    0.000    0.000    0.000    0.000 logfile.py:101(flush)
        1    0.000    0.000    0.000    0.000 logfile.py:137(LogFile)
        1    0.000    0.000    0.000    0.000 logfile.py:17(BaseLogFile)
        1    0.000    0.000    0.000    0.000 logfile.py:234(DailyLogFile)
        1    0.000    0.000    0.000    0.000 logfile.py:237(_openFile)
        1    0.000    0.000    0.000    0.000 logfile.py:24(__init__)
       33    0.000    0.000    0.000    0.000 logfile.py:241(shouldRotate)
       67    0.000    0.000    0.000    0.000 logfile.py:245(toDate)
       33    0.000    0.000    0.003    0.000 logfile.py:272(write)
        1    0.000    0.000    0.000    0.000 logfile.py:303(LogReader)
        1    0.000    0.000    0.000    0.000 logfile.py:42(fromFullPath)
        1    0.000    0.000    0.000    0.000 logfile.py:58(_openFile)
        1    0.000    0.000    0.001    0.001 logfile.py:8(<module>)
       33    0.000    0.000    0.002    0.000 logfile.py:92(write)
        1    0.000    0.000    0.000    0.000 main.py:11(<module>)
        1    0.000    0.000    0.000    0.000 main.py:22(installReactor)
        1    0.000    0.000    0.000    0.000 md4.py:241(_has_native_md4)
        1    0.000    0.000    0.000    0.000 md4.py:260(md4)
        1    0.000    0.000    0.000    0.000 md4.py:38(md4)
        1    0.000    0.000    0.000    0.000 md4.py:8(<module>)
        1    0.000    0.000    0.000    0.000 md5_crypt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 md5_crypt.py:193(_MD5_Common)
        1    0.000    0.000    0.000    0.000 md5_crypt.py:226(md5_crypt)
        1    0.000    0.000    0.000    0.000 md5_crypt.py:292(apr_md5_crypt)
        1    0.000    0.000    0.004    0.004 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:92(Message)
        1    0.001    0.001    0.006    0.006 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.005    0.005 mimetypes.py:194(read)
        1    0.003    0.003    0.005    0.005 mimetypes.py:205(readfp)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.006    0.006 mimetypes.py:351(init)
        1    0.000    0.000    0.000    0.000 mimetypes.py:381(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(__init__)
     1130    0.001    0.000    0.001    0.000 mimetypes.py:78(add_type)
        1    0.000    0.000    0.000    0.000 misc.py:184(plaintext)
        1    0.000    0.000    0.000    0.000 misc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:25(unix_fallback)
        1    0.000    0.000    0.000    0.000 misc.py:93(unix_disabled)
        1    0.000    0.000    0.000    0.000 modules.py:104(_ModuleIteratorHelper)
        1    0.000    0.000    0.000    0.000 modules.py:238(PythonAttribute)
        1    0.000    0.000    0.000    0.000 modules.py:291(PythonModule)
        1    0.000    0.000    0.000    0.000 modules.py:304(__init__)
        1    0.000    0.000    0.000    0.000 modules.py:438(PathEntry)
        1    0.000    0.000    0.000    0.000 modules.py:447(__init__)
        1    0.000    0.000    0.000    0.000 modules.py:463(IPathImportMapper)
        1    0.000    0.000    0.000    0.000 modules.py:479(_DefaultMapImpl)
        2    0.000    0.000    0.000    0.000 modules.py:482(mapPath)
        1    0.000    0.000    0.000    0.000 modules.py:486(_ZipMapImpl)
        1    0.000    0.000    0.000    0.000 modules.py:527(PythonPath)
        1    0.000    0.000    0.001    0.001 modules.py:54(<module>)
        1    0.000    0.000    0.000    0.000 modules.py:547(__init__)
        1    0.000    0.000    0.000    0.000 modules.py:612(_findEntryPathString)
        2    0.000    0.000    0.000    0.000 modules.py:644(_smartPath)
        1    0.000    0.000    0.000    0.000 modules.py:675(__getitem__)
        1    0.000    0.000    0.000    0.000 modules.py:771(getModule)
        1    0.000    0.000    0.000    0.000 modules.py:95(_isPackagePath)
        1    0.000    0.000    0.000    0.000 nodes.py:107(Node)
     1125    0.003    0.000    0.005    0.000 nodes.py:127(__init__)
        1    0.000    0.000    0.005    0.005 nodes.py:14(<module>)
    25895    0.008    0.000    0.011    0.000 nodes.py:148(iter_fields)
    16372    0.012    0.000    0.026    0.000 nodes.py:164(iter_child_nodes)
       42    0.000    0.000    0.005    0.000 nodes.py:177(find)
 4799/245    0.004    0.000    0.018    0.000 nodes.py:184(find_all)
       16    0.000    0.000    0.000    0.000 nodes.py:194(set_ctx)
        3    0.001    0.000    0.004    0.001 nodes.py:219(set_environment)
        1    0.000    0.000    0.000    0.000 nodes.py:246(Stmt)
        1    0.000    0.000    0.000    0.000 nodes.py:251(Helper)
        1    0.000    0.000    0.000    0.000 nodes.py:256(Template)
        1    0.000    0.000    0.000    0.000 nodes.py:263(Output)
        1    0.000    0.000    0.000    0.000 nodes.py:270(Extends)
        1    0.000    0.000    0.000    0.000 nodes.py:275(For)
        1    0.000    0.000    0.000    0.000 nodes.py:286(If)
        1    0.000    0.000    0.000    0.000 nodes.py:291(Macro)
        1    0.000    0.000    0.000    0.000 nodes.py:299(CallBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:306(FilterBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:311(Block)
        1    0.000    0.000    0.000    0.000 nodes.py:316(Include)
        1    0.000    0.000    0.000    0.000 nodes.py:321(Import)
        1    0.000    0.000    0.000    0.000 nodes.py:326(FromImport)
        1    0.000    0.000    0.000    0.000 nodes.py:340(ExprStmt)
        1    0.000    0.000    0.000    0.000 nodes.py:345(Assign)
        1    0.000    0.000    0.000    0.000 nodes.py:350(Expr)
      417    0.000    0.000    0.000    0.000 nodes.py:354(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:372(BinExpr)
    14/13    0.000    0.000    0.000    0.000 nodes.py:378(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:391(UnaryExpr)
       12    0.000    0.000    0.000    0.000 nodes.py:397(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:410(Name)
       18    0.000    0.000    0.000    0.000 nodes.py:420(can_assign)
        1    0.000    0.000    0.000    0.000 nodes.py:425(Literal)
        1    0.000    0.000    0.000    0.000 nodes.py:430(Const)
        1    0.000    0.000    0.000    0.000 nodes.py:438(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:453(TemplateData)
      253    0.000    0.000    0.000    0.000 nodes.py:457(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:466(Tuple)
        1    0.000    0.000    0.000    0.000 nodes.py:477(can_assign)
        1    0.000    0.000    0.000    0.000 nodes.py:484(List)
        1    0.000    0.000    0.000    0.000 nodes.py:493(Dict)
        1    0.000    0.000    0.000    0.000 nodes.py:504(Pair)
        1    0.000    0.000    0.000    0.000 nodes.py:513(Keyword)
        1    0.000    0.000    0.000    0.000 nodes.py:522(CondExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:540(Filter)
       23    0.000    0.000    0.000    0.000 nodes.py:549(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:55(Impossible)
        1    0.000    0.000    0.000    0.000 nodes.py:584(Test)
        1    0.000    0.000    0.000    0.000 nodes.py:59(NodeType)
        1    0.000    0.000    0.000    0.000 nodes.py:591(Call)
        1    0.000    0.000    0.000    0.000 nodes.py:633(Getitem)
  323/319    0.001    0.000    0.001    0.000 nodes.py:637(as_const)
       63    0.001    0.000    0.002    0.000 nodes.py:64(__new__)
        1    0.000    0.000    0.000    0.000 nodes.py:651(Getattr)
    98/94    0.000    0.000    0.000    0.000 nodes.py:657(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:671(Slice)
        1    0.000    0.000    0.000    0.000 nodes.py:686(Concat)
        1    0.000    0.000    0.000    0.000 nodes.py:697(Compare)
      114    0.000    0.000    0.001    0.000 nodes.py:703(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:716(Operand)
       17    0.000    0.000    0.000    0.000 nodes.py:722(<genexpr>)
        1    0.000    0.000    0.000    0.000 nodes.py:726(Mul)
        1    0.000    0.000    0.000    0.000 nodes.py:731(Div)
        1    0.000    0.000    0.000    0.000 nodes.py:736(FloorDiv)
        1    0.000    0.000    0.000    0.000 nodes.py:743(Add)
        1    0.000    0.000    0.000    0.000 nodes.py:748(Sub)
        1    0.000    0.000    0.000    0.000 nodes.py:753(Mod)
        1    0.000    0.000    0.000    0.000 nodes.py:758(Pow)
        1    0.000    0.000    0.000    0.000 nodes.py:76(EvalContext)
        1    0.000    0.000    0.000    0.000 nodes.py:763(And)
        3    0.000    0.000    0.000    0.000 nodes.py:767(as_const)
        1    0.000    0.000    0.000    0.000 nodes.py:772(Or)
        1    0.000    0.000    0.000    0.000 nodes.py:781(Not)
        1    0.000    0.000    0.000    0.000 nodes.py:786(Neg)
        1    0.000    0.000    0.000    0.000 nodes.py:791(Pos)
        1    0.000    0.000    0.000    0.000 nodes.py:799(EnvironmentAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:806(ExtensionAttribute)
      323    0.000    0.000    0.000    0.000 nodes.py:81(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:816(ImportedName)
        1    0.000    0.000    0.000    0.000 nodes.py:825(InternalName)
        1    0.000    0.000    0.000    0.000 nodes.py:839(MarkSafe)
        1    0.000    0.000    0.000    0.000 nodes.py:848(MarkSafeIfAutoescape)
        1    0.000    0.000    0.000    0.000 nodes.py:866(ContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:879(Continue)
        1    0.000    0.000    0.000    0.000 nodes.py:883(Break)
        1    0.000    0.000    0.000    0.000 nodes.py:887(Scope)
        1    0.000    0.000    0.000    0.000 nodes.py:892(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 nodes.py:903(ScopedEvalContextModifier)
      840    0.000    0.000    0.001    0.000 nodes.py:97(get_eval_context)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:18(<module>)
        3    0.000    0.000    0.016    0.005 optimizer.py:23(optimize)
        1    0.000    0.000    0.000    0.000 optimizer.py:30(Optimizer)
        3    0.000    0.000    0.000    0.000 optimizer.py:32(__init__)
    39/29    0.000    0.000    0.013    0.000 optimizer.py:35(visit_If)
  270/132    0.001    0.000    0.007    0.000 optimizer.py:54(fold)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 parser.py:10(<module>)
    74/21    0.000    0.000    0.054    0.003 parser.py:113(parse_statement)
    99/20    0.000    0.000    0.053    0.003 parser.py:141(parse_statements)
        3    0.000    0.000    0.001    0.000 parser.py:168(parse_set)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
    13/12    0.000    0.000    0.023    0.002 parser.py:176(parse_for)
    39/29    0.000    0.000    0.040    0.001 parser.py:195(parse_if)
       17    0.000    0.000    0.052    0.003 parser.py:216(parse_block)
        2    0.000    0.000    0.000    0.000 parser.py:233(parse_extends)
        1    0.000    0.000    0.000    0.000 parser.py:24(Parser)
        3    0.000    0.000    0.005    0.002 parser.py:29(__init__)
       16    0.000    0.000    0.001    0.000 parser.py:356(parse_assign_target)
  304/167    0.000    0.000    0.025    0.000 parser.py:380(parse_expression)
  252/160    0.000    0.000    0.018    0.000 parser.py:389(parse_condexpr)
