   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 compiler.py:101(Identifiers)
    13/12    0.000    0.000    0.014    0.001 compiler.py:1036(visit_For)
       33    0.000    0.000    0.000    0.000 compiler.py:104(__init__)
    39/29    0.000    0.000    0.006    0.000 compiler.py:1162(visit_If)
      174    0.002    0.000    0.006    0.000 compiler.py:1212(visit_Output)
        2    0.000    0.000    0.000    0.000 compiler.py:123(add_special)
      203    0.000    0.000    0.000    0.000 compiler.py:128(is_declared)
        3    0.000    0.000    0.000    0.000 compiler.py:1335(visit_Assign)
       69    0.000    0.000    0.011    0.000 compiler.py:134(copy)
      208    0.000    0.000    0.001    0.000 compiler.py:1374(visit_Name)
        1    0.000    0.000    0.000    0.000 compiler.py:138(Frame)
      152    0.000    0.000    0.000    0.000 compiler.py:1380(visit_Const)
        1    0.000    0.000    0.000    0.000 compiler.py:1394(visit_Tuple)
        5    0.000    0.000    0.000    0.000 compiler.py:1403(visit_List)
       33    0.000    0.000    0.000    0.000 compiler.py:141(__init__)
        9    0.000    0.000    0.000    0.000 compiler.py:1421(binop)
     11/9    0.000    0.000    0.000    0.000 compiler.py:1422(visitor)
        3    0.000    0.000    0.000    0.000 compiler.py:1437(uaop)
        4    0.000    0.000    0.000    0.000 compiler.py:1438(visitor)
       35    0.000    0.000    0.001    0.000 compiler.py:1477(visit_Compare)
       35    0.000    0.000    0.000    0.000 compiler.py:1482(visit_Operand)
    26/24    0.000    0.000    0.000    0.000 compiler.py:1486(visit_Getattr)
   100/96    0.000    0.000    0.001    0.000 compiler.py:1491(visit_Getitem)
       12    0.000    0.000    0.001    0.000 compiler.py:1515(visit_Filter)
       18    0.000    0.000    0.000    0.000 compiler.py:1576(visit_Keyword)
       39    0.000    0.000    0.000    0.000 compiler.py:184(copy)
       33    0.000    0.000    0.017    0.001 compiler.py:192(inspect)
       13    0.000    0.000    0.000    0.000 compiler.py:201(find_shadowed)
       14    0.000    0.000    0.000    0.000 compiler.py:208(<genexpr>)
       13    0.000    0.000    0.000    0.000 compiler.py:210(inner)
       39    0.000    0.000    0.000    0.000 compiler.py:214(soft)
        1    0.000    0.000    0.000    0.000 compiler.py:226(VisitorExit)
        1    0.000    0.000    0.000    0.000 compiler.py:230(DependencyFinderVisitor)
       20    0.000    0.000    0.000    0.000 compiler.py:233(__init__)
       12    0.000    0.000    0.001    0.000 compiler.py:237(visit_Filter)
       17    0.000    0.000    0.000    0.000 compiler.py:245(visit_Block)
        1    0.000    0.000    0.000    0.000 compiler.py:249(UndeclaredNameVisitor)
       45    0.000    0.000    0.000    0.000 compiler.py:255(__init__)
      261    0.000    0.000    0.000    0.000 compiler.py:259(visit_Name)
       17    0.000    0.000    0.000    0.000 compiler.py:267(visit_Block)
        1    0.000    0.000    0.000    0.000 compiler.py:271(FrameIdentifierVisitor)
       33    0.000    0.000    0.000    0.000 compiler.py:274(__init__)
      208    0.000    0.000    0.000    0.000 compiler.py:277(visit_Name)
    39/29    0.000    0.000    0.015    0.001 compiler.py:287(visit_If)
    78/58    0.000    0.000    0.014    0.000 compiler.py:294(inner_visit)
        3    0.000    0.000    0.000    0.000 compiler.py:333(visit_Assign)
       13    0.000    0.000    0.000    0.000 compiler.py:338(visit_For)
       17    0.000    0.000    0.000    0.000 compiler.py:353(visit_Block)
        1    0.000    0.000    0.000    0.000 compiler.py:357(CompilerExit)
        1    0.000    0.000    0.000    0.000 compiler.py:364(CodeGenerator)
        3    0.000    0.000    0.000    0.000 compiler.py:366(__init__)
        5    0.000    0.000    0.000    0.000 compiler.py:425(temporary_identifier)
        1    0.000    0.000    0.000    0.000 compiler.py:43(unoptimize_before_dead_code)
      170    0.000    0.000    0.000    0.000 compiler.py:451(indent)
      168    0.000    0.000    0.000    0.000 compiler.py:455(outdent)
        7    0.000    0.000    0.000    0.000 compiler.py:459(start_write)
        7    0.000    0.000    0.000    0.000 compiler.py:466(end_write)
        7    0.000    0.000    0.000    0.000 compiler.py:471(simple_write)
   102/20    0.000    0.000    0.020    0.001 compiler.py:477(blockvisit)
     1673    0.002    0.000    0.003    0.000 compiler.py:492(write)
      550    0.000    0.000    0.003    0.000 compiler.py:507(writeline)
      663    0.000    0.000    0.001    0.000 compiler.py:512(newline)
       12    0.000    0.000    0.000    0.000 compiler.py:519(signature)
       30    0.000    0.000    0.000    0.000 compiler.py:529(<genexpr>)
        3    0.000    0.000    0.055    0.018 compiler.py:55(generate)
       33    0.000    0.000    0.000    0.000 compiler.py:572(pull_locals)
       20    0.000    0.000    0.006    0.000 compiler.py:577(pull_dependencies)
       13    0.000    0.000    0.000    0.000 compiler.py:602(push_scope)
       13    0.000    0.000    0.000    0.000 compiler.py:624(pop_scope)
        3    0.000    0.000    0.055    0.018 compiler.py:757(visit_Template)
       20    0.000    0.000    0.000    0.000 compiler.py:848(<genexpr>)
      157    0.000    0.000    0.000    0.000 compiler.py:853(<genexpr>)
       17    0.000    0.000    0.000    0.000 compiler.py:856(visit_Block)
        2    0.000    0.000    0.000    0.000 compiler.py:875(visit_Extends)
       45    0.000    0.000    0.007    0.000 compiler.py:88(find_undeclared)
        1    0.000    0.000    0.000    0.000 components.py:107(_addHook)
        3    0.000    0.000    0.000    0.000 components.py:117(_hook)
        1    0.000    0.000    0.000    0.000 components.py:149(Adapter)
        1    0.000    0.000    0.000    0.000 components.py:192(Componentized)
       32    0.000    0.000    0.000    0.000 components.py:206(__init__)
       16    0.000    0.000    0.000    0.000 components.py:275(getComponent)
        1    0.000    0.000    0.000    0.000 components.py:29(<module>)
       16    0.000    0.000    0.000    0.000 components.py:308(__conform__)
        1    0.000    0.000    0.000    0.000 components.py:312(ReprableComponentized)
        1    0.000    0.000    0.000    0.000 components.py:324(proxyForInterface)
        1    0.000    0.000    0.000    0.000 components.py:360(_ProxiedClassMethod)
        1    0.000    0.000    0.000    0.000 components.py:392(_ProxyDescriptor)
        4    0.000    0.000    0.000    0.000 components.py:406(__init__)
        5    0.000    0.000    0.000    0.000 components.py:60(_registered)
        5    0.000    0.000    0.000    0.000 components.py:68(registerAdapter)
        1    0.000    0.000    0.002    0.002 config.py:1(<module>)
        2    0.000    0.000    0.002    0.001 config.py:15(load_location_data)
        2    0.000    0.000    0.002    0.001 config.py:27(load_filetypes)
        2    0.000    0.000    0.001    0.000 config.py:38(load_settings)
        2    0.000    0.000    0.004    0.002 config.py:48(load_config_data)
       22    0.000    0.000    0.000    0.000 config.py:6(join_path)
        1    0.000    0.000    0.004    0.004 context.py:1(<module>)
        1    0.000    0.000    0.005    0.005 context.py:1017(__init__)
        1    0.000    0.000    0.005    0.005 context.py:1023(_init_scheme_list)
        1    0.000    0.000    0.000    0.000 context.py:106(ThreadedContextTracker)
        1    0.000    0.000    0.000    0.000 context.py:1061(_init_options)
        1    0.000    0.000    0.000    0.000 context.py:107(__init__)
      535    0.001    0.000    0.001    0.000 context.py:110(currentContext)
        1    0.000    0.000    0.000    0.000 context.py:1129(_norm_context_option)
        6    0.000    0.000    0.000    0.000 context.py:1168(get_context_optionmap)
      132    0.001    0.000    1.718    0.013 context.py:117(callWithContext)
        4    0.000    0.000    0.000    0.000 context.py:1174(get_context_option_with_flag)
        8    0.000    0.000    0.000    0.000 context.py:1196(_get_scheme_optionmap)
      165    0.000    0.000    0.002    0.000 context.py:120(getContext)
        4    0.000    0.000    0.000    0.000 context.py:1205(get_scheme_options_with_flag)
        1    0.000    0.000    0.000    0.000 context.py:124(installContextTracker)
        1    0.000    0.000    0.000    0.000 context.py:1240(_init_default_schemes)
        4    0.000    0.000    0.000    0.000 context.py:1295(is_deprecated_with_flag)
        4    0.000    0.000    0.000    0.000 context.py:1298(test)
        1    0.000    0.000    0.000    0.000 context.py:13(<module>)
        1    0.000    0.000    0.000    0.000 context.py:1316(_init_records)
        4    0.000    0.000    0.000    0.000 context.py:1338(_get_record_options_with_flag)
        1    0.000    0.000    0.000    0.000 context.py:1515(CryptContext)
        1    0.000    0.000    0.005    0.005 context.py:1682(__init__)
        1    0.000    0.000    0.005    0.005 context.py:1795(load)
        2    0.000    0.000    0.000    0.000 context.py:1880(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:1899(_parse_config_key)
        1    0.000    0.000    0.000    0.000 context.py:23(ContextTracker)
        1    0.000    0.000    0.000    0.000 context.py:2626(LazyCryptContext)
        1    0.000    0.000    0.000    0.000 context.py:57(__init__)
        1    0.000    0.000    0.000    0.000 context.py:570(_CryptRecord)
      132    0.000    0.000    1.717    0.013 context.py:61(callWithContext)
        4    0.000    0.000    0.000    0.000 context.py:613(__init__)
        4    0.000    0.000    0.000    0.000 context.py:659(_init_rounds_options)
        1    0.000    0.000    0.000    0.000 context.py:76(CryptPolicy)
        4    0.000    0.000    0.000    0.000 context.py:801(_init_encrypt_and_genconfig)
      165    0.001    0.000    0.001    0.000 context.py:86(getContext)
        4    0.000    0.000    0.000    0.000 context.py:871(_init_verify)
        4    0.000    0.000    0.000    0.000 context.py:902(_init_needs_update)
        1    0.000    0.000    0.000    0.000 context.py:973(_CryptConfig)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        2    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
       28    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
 2112/101    0.004    0.000    0.011    0.000 copy.py:145(deepcopy)
      836    0.000    0.000    0.000    0.000 copy.py:198(_deepcopy_atomic)
      377    0.000    0.000    0.002    0.000 copy.py:226(_deepcopy_list)
      414    0.001    0.000    0.004    0.000 copy.py:234(_deepcopy_tuple)
       69    0.000    0.000    0.008    0.000 copy.py:253(_deepcopy_dict)
     2110    0.001    0.000    0.002    0.000 copy.py:267(_keep_alive)
   414/69    0.001    0.000    0.010    0.000 copy.py:306(_reconstruct)
       28    0.000    0.000    0.000    0.000 copy.py:66(copy)
        5    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        5    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
       69    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
        1    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 copyright.py:6(<module>)
        1    0.000    0.000    0.000    0.000 credentials.py:109(IAnonymous)
        1    0.000    0.000    0.000    0.000 credentials.py:116(DigestedCredentials)
        1    0.000    0.000    0.000    0.000 credentials.py:177(DigestCredentialFactory)
        1    0.000    0.000    0.000    0.000 credentials.py:20(ICredentials)
        1    0.000    0.000    0.000    0.000 credentials.py:30(IUsernameDigestHash)
        1    0.000    0.000    0.000    0.000 credentials.py:377(CramMD5Credentials)
        1    0.000    0.000    0.000    0.000 credentials.py:411(UsernameHashedPassword)
        1    0.000    0.000    0.000    0.000 credentials.py:422(UsernamePassword)
        1    0.000    0.000    0.000    0.000 credentials.py:433(Anonymous)
        1    0.000    0.000    0.000    0.000 credentials.py:438(ISSHPrivateKey)
        1    0.000    0.000    0.000    0.000 credentials.py:46(IUsernameHashedPassword)
        1    0.000    0.000    0.000    0.000 credentials.py:462(SSHPrivateKey)
        1    0.000    0.000    0.000    0.000 credentials.py:472(IPluggableAuthenticationModules)
        1    0.000    0.000    0.000    0.000 credentials.py:487(PluggableAuthenticationModules)
        1    0.000    0.000    0.000    0.000 credentials.py:76(IUsernamePassword)
        1    0.001    0.001    0.003    0.003 credentials.py:9(<module>)
        1    0.000    0.000    0.000    0.000 crefutil.py:116(_DictKeyAndValue)
        1    0.000    0.000    0.000    0.000 crefutil.py:130(_Dereference)
        1    0.000    0.000    0.000    0.000 crefutil.py:138(_Catcher)
        1    0.000    0.000    0.000    0.000 crefutil.py:142(_Defer)
        1    0.000    0.000    0.000    0.000 crefutil.py:16(NotKnown)
        1    0.000    0.000    0.000    0.000 crefutil.py:40(_Container)
        1    0.000    0.000    0.000    0.000 crefutil.py:79(_Tuple)
        1    0.000    0.000    0.000    0.000 crefutil.py:9(<module>)
        1    0.000    0.000    0.000    0.000 crefutil.py:94(_InstanceMethod)
        1    0.000    0.000    0.004    0.004 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5418(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5672(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5676(__init__)
        1    0.000    0.000    0.000    0.000 declarations.py:125(Implements)
   124/89    0.001    0.000    0.014    0.000 declarations.py:141(implementedByFallback)
       84    0.000    0.000    0.018    0.000 declarations.py:244(classImplements)
        1    0.000    0.000    0.000    0.000 declarations.py:26(<module>)
       32    0.000    0.000    0.006    0.000 declarations.py:274(_implements_advice)
        1    0.000    0.000    0.000    0.000 declarations.py:281(implementer)
       42    0.000    0.000    0.000    0.000 declarations.py:310(__init__)
       42    0.000    0.000    0.010    0.000 declarations.py:313(__call__)
        1    0.000    0.000    0.000    0.000 declarations.py:325(implementer_only)
       32    0.000    0.000    0.000    0.000 declarations.py:364(_implements)
       32    0.000    0.000    0.000    0.000 declarations.py:384(implements)
        1    0.000    0.000    0.000    0.000 declarations.py:448(Provides)
        1    0.000    0.000    0.000    0.000 declarations.py:454(__init__)
        1    0.000    0.000    0.000    0.000 declarations.py:481(Provides)
        1    0.000    0.000    0.000    0.000 declarations.py:52(named)
        1    0.000    0.000    0.000    0.000 declarations.py:551(ClassProvidesBaseFallback)
        1    0.000    0.000    0.000    0.000 declarations.py:578(ClassProvides)
      116    0.000    0.000    0.006    0.000 declarations.py:585(__init__)
        1    0.000    0.000    0.000    0.000 declarations.py:61(Declaration)
      242    0.000    0.000    0.012    0.000 declarations.py:64(__init__)
  327/326    0.001    0.000    0.012    0.000 declarations.py:67(changed)
        1    0.000    0.000    0.000    0.000 declarations.py:673(provider)
        1    0.000    0.000    0.000    0.000 declarations.py:683(moduleProvides)
        1    0.000    0.000    0.000    0.000 declarations.py:802(ObjectSpecificationDescriptorFallback)
  662/327    0.001    0.000    0.001    0.000 declarations.py:825(_normalizeargs)
        1    0.000    0.000    0.016    0.016 default.py:10(<module>)
        1    0.000    0.000    0.016    0.016 default.py:19(_getInstallFunction)
        1    0.000    0.000    0.001    0.001 defaults.py:10(<module>)
       16    0.000    0.000    0.000    0.000 defaults.py:43(<genexpr>)
        1    0.000    0.000    0.000    0.000 defer.py:1057(_DefGen_Return)
        1    0.000    0.000    0.000    0.000 defer.py:1243(_ConcurrencyPrimitive)
        1    0.000    0.000    0.000    0.000 defer.py:1286(DeferredLock)
        1    0.000    0.000    0.000    0.000 defer.py:1349(DeferredSemaphore)
        1    0.000    0.000    0.000    0.000 defer.py:1421(QueueOverflow)
        1    0.000    0.000    0.000    0.000 defer.py:1426(QueueUnderflow)
        1    0.000    0.000    0.000    0.000 defer.py:1431(DeferredQueue)
        1    0.000    0.000    0.000    0.000 defer.py:1506(AlreadyTryingToLockError)
        1    0.000    0.000    0.000    0.000 defer.py:1514(DeferredFilesystemLock)
        1    0.000    0.000    0.001    0.001 defer.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defer.py:186(Deferred)
      240    0.000    0.000    0.000    0.000 defer.py:246(__init__)
        2    0.000    0.000    0.002    0.001 defer.py:277(addCallbacks)
        2    0.000    0.000    0.002    0.001 defer.py:299(addCallback)
        1    0.000    0.000    0.000    0.000 defer.py:34(AlreadyCalledError)
      240    0.000    0.000    0.001    0.000 defer.py:360(callback)
        1    0.000    0.000    0.000    0.000 defer.py:39(CancelledError)
        1    0.000    0.000    0.000    0.000 defer.py:45(TimeoutError)
      240    0.000    0.000    0.001    0.000 defer.py:473(_startRunCallbacks)
      242    0.001    0.000    0.002    0.000 defer.py:502(_runCallbacks)
        1    0.000    0.000    0.000    0.000 defer.py:655(DebugInfo)
        1    0.000    0.000    0.000    0.000 defer.py:691(FirstError)
        1    0.000    0.000    0.000    0.000 defer.py:743(DeferredList)
        2    0.000    0.000    0.000    0.000 defer.py:769(__init__)
        1    0.000    0.000    0.000    0.000 defer.py:917(waitForDeferred)
        6    0.000    0.000    0.000    0.000 deprecate.py:103(_getReplacementString)
        4    0.000    0.000    0.000    0.000 deprecate.py:119(_getDeprecationDocstring)
        4    0.000    0.000    0.000    0.000 deprecate.py:140(_getDeprecationWarningString)
        4    0.000    0.000    0.000    0.000 deprecate.py:177(getDeprecationWarningString)
        4    0.000    0.000    0.000    0.000 deprecate.py:213(_appendToDocstring)
        4    0.000    0.000    0.000    0.000 deprecate.py:240(deprecated)
        4    0.000    0.000    0.000    0.000 deprecate.py:258(deprecationDecorator)
        1    0.000    0.000    0.000    0.000 deprecate.py:302(_InternalState)
       64    0.000    0.000    0.000    0.000 deprecate.py:310(__init__)
      180    0.000    0.000    0.000    0.000 deprecate.py:314(__getattribute__)
       63    0.000    0.000    0.000    0.000 deprecate.py:319(__setattr__)
        1    0.000    0.000    0.000    0.000 deprecate.py:325(_ModuleProxy)
        4    0.000    0.000    0.000    0.000 deprecate.py:352(__init__)
       60    0.000    0.000    0.001    0.000 deprecate.py:377(__getattribute__)
        1    0.000    0.000    0.000    0.000 deprecate.py:408(_DeprecatedAttribute)
       15    0.000    0.000    0.000    0.000 deprecate.py:428(__init__)
        1    0.000    0.000    0.020    0.020 deprecate.py:45(<module>)
       15    0.000    0.000    0.000    0.000 deprecate.py:455(_deprecateAttribute)
       15    0.000    0.000    0.000    0.000 deprecate.py:481(deprecatedModuleAttribute)
        4    0.000    0.000    0.000    0.000 deprecate.py:70(_fullyQualifiedName)
        1    0.000    0.000    0.000    0.000 des.py:38(<module>)
        1    0.000    0.000    0.002    0.002 des_crypt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 des_crypt.py:117(des_crypt)
        1    0.000    0.000    0.001    0.001 des_crypt.py:202(bsdi_crypt)
        1    0.000    0.000    0.000    0.000 des_crypt.py:341(bigcrypt)
        1    0.000    0.000    0.000    0.000 des_crypt.py:424(crypt16)
        1    0.000    0.000    0.002    0.002 digests.py:2(<module>)
        1    0.000    0.000    0.000    0.000 digests.py:29(HexDigestHash)
        5    0.000    0.000    0.000    0.000 digests.py:54(create_hex_hash)
        1    0.000    0.000    0.000    0.000 digests.py:82(htdigest)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 discovery.py:178(broadcast)
        1    0.000    0.000    0.000    0.000 discovery.py:19(BroadcastProtocol)
        1    0.000    0.000    0.000    0.000 discovery.py:23(logPrefix)
        1    0.000    0.000    0.000    0.000 discovery.py:36(DiscoverProtocol)
        1    0.000    0.000    0.001    0.001 discovery.py:374(connectBonjour)
        1    0.000    0.000    0.006    0.006 discovery.py:7(<module>)
        1    0.000    0.000    0.000    0.000 discovery.py:71(BonjourServiceInformation)
        6    0.000    0.000    0.000    0.000 dyld.py:103(dyld_default_search)
        1    0.000    0.000    0.000    0.000 dyld.py:125(dyld_find)
        2    0.000    0.000    0.000    0.000 dyld.py:34(ensure_utf8)
        2    0.000    0.000    0.000    0.000 dyld.py:40(dyld_env)
        1    0.000    0.000    0.000    0.000 dyld.py:48(dyld_image_suffix)
        1    0.000    0.000    0.000    0.000 dyld.py:56(dyld_library_path)
        1    0.000    0.000    0.002    0.002 dyld.py:6(<module>)
        1    0.000    0.000    0.000    0.000 dyld.py:62(dyld_fallback_library_path)
        1    0.000    0.000    0.000    0.000 dyld.py:65(dyld_image_suffix_search)
        1    0.000    0.000    0.000    0.000 dyld.py:79(dyld_override_search)
        1    0.000    0.000    0.000    0.000 dyld.py:96(dyld_executable_path_search)
        1    0.000    0.000    0.001    0.001 dylib.py:6(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.001    0.001    0.010    0.010 environment.py:10(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:103(Environment)
       29    0.000    0.000    0.001    0.000 environment.py:1041(is_up_to_date)
        1    0.000    0.000    0.000    0.000 environment.py:1062(TemplateModule)
        1    0.000    0.000    0.000    0.000 environment.py:1088(TemplateExpression)
        1    0.000    0.000    0.000    0.000 environment.py:1107(TemplateStream)
        1    0.000    0.000    0.000    0.000 environment.py:238(__init__)
        9    0.000    0.000    0.000    0.000 environment.py:370(iter_extensions)
     6621    0.002    0.000    0.002    0.000 environment.py:375(getitem)
     4797    0.002    0.000    0.003    0.000 environment.py:392(getattr)
        3    0.000    0.000    0.066    0.022 environment.py:457(_parse)
        3    0.000    0.000    0.000    0.000 environment.py:478(preprocess)
        3    0.000    0.000    0.005    0.002 environment.py:486(_tokenize)
        3    0.000    0.000    0.055    0.018 environment.py:498(_generate)
        3    0.000    0.000    0.004    0.001 environment.py:506(_compile)
        3    0.000    0.000    0.141    0.047 environment.py:514(compile)
        1    0.000    0.000    0.000    0.000 environment.py:60(create_cache)
       16    0.000    0.000    0.000    0.000 environment.py:744(join_path)
       32    0.000    0.000    0.143    0.004 environment.py:756(_load_template)
       32    0.000    0.000    0.143    0.004 environment.py:770(get_template)
        1    0.000    0.000    0.000    0.000 environment.py:78(load_extensions)
       32    0.000    0.000    0.000    0.000 environment.py:843(make_globals)
        1    0.000    0.000    0.000    0.000 environment.py:850(Template)
        1    0.000    0.000    0.000    0.000 environment.py:90(_environment_sanity_check)
        3    0.000    0.000    0.000    0.000 environment.py:908(from_code)
        3    0.000    0.000    0.000    0.000 environment.py:931(_from_namespace)
       16    0.000    0.000    0.048    0.003 environment.py:954(render)
       16    0.000    0.000    0.001    0.000 environment.py:995(new_context)
        1    0.000    0.000    0.000    0.000 error.py:107(ConnectBindError)
        1    0.000    0.000    0.000    0.000 error.py:112(UnknownHostError)
        1    0.000    0.000    0.000    0.000 error.py:115(InfiniteRedirection)
        1    0.000    0.000    0.000    0.000 error.py:117(NoRouteError)
        1    0.000    0.000    0.000    0.000 error.py:12(LoginFailed)
        1    0.000    0.000    0.000    0.000 error.py:122(ConnectionRefusedError)
        1    0.000    0.000    0.000    0.000 error.py:127(TCPTimedOutError)
        1    0.000    0.000    0.000    0.000 error.py:132(BadFileError)
        1    0.000    0.000    0.000    0.000 error.py:137(ServiceNameUnknownError)
        1    0.000    0.000    0.000    0.000 error.py:142(UserError)
        1    0.000    0.000    0.000    0.000 error.py:147(TimeoutError)
        1    0.000    0.000    0.000    0.000 error.py:152(SSLError)
        1    0.000    0.000    0.000    0.000 error.py:157(VerifyError)
        1    0.000    0.000    0.000    0.000 error.py:160(RedirectWithNoLocation)
        1    0.000    0.000    0.000    0.000 error.py:163(PeerVerifyError)
        1    0.000    0.000    0.000    0.000 error.py:169(CertificateError)
        1    0.000    0.000    0.000    0.000 error.py:17(BindError)
        1    0.000    0.000    0.000    0.000 error.py:19(UnauthorizedLogin)
        1    0.000    0.000    0.000    0.000 error.py:191(UnsupportedMethod)
        1    0.000    0.000    0.000    0.000 error.py:212(ConnectionClosed)
        1    0.000    0.000    0.000    0.000 error.py:219(ConnectionLost)
        1    0.000    0.000    0.000    0.000 error.py:220(SchemeNotSupported)
        1    0.000    0.000    0.000    0.000 error.py:227(RenderError)
        1    0.000    0.000    0.000    0.000 error.py:23(Error)
        1    0.000    0.000    0.000    0.000 error.py:231(ConnectionAborted)
        1    0.000    0.000    0.000    0.000 error.py:235(MissingRenderMethod)
        1    0.000    0.000    0.000    0.000 error.py:241(ConnectionDone)
        1    0.000    0.000    0.000    0.000 error.py:25(UnhandledCredentials)
        1    0.000    0.000    0.000    0.000 error.py:253(FileDescriptorOverrun)
        1    0.000    0.000    0.000    0.000 error.py:254(MissingTemplateLoader)
        1    0.000    0.000    0.000    0.000 error.py:266(ConnectionFdescWentAway)
        1    0.000    0.000    0.000    0.000 error.py:271(AlreadyCalled)
        1    0.000    0.000    0.000    0.000 error.py:272(UnexposedMethodError)
        1    0.000    0.000    0.000    0.000 error.py:279(UnfilledSlot)
        1    0.000    0.000    0.000    0.000 error.py:283(AlreadyCancelled)
        1    0.000    0.000    0.000    0.000 error.py:286(UnsupportedType)
        1    0.000    0.000    0.000    0.000 error.py:29(CannotListenError)
        1    0.000    0.000    0.000    0.000 error.py:294(FlattenerError)
        1    0.000    0.000    0.000    0.000 error.py:295(PotentialZombieWarning)
        1    0.000    0.000    0.000    0.000 error.py:318(ProcessDone)
        1    0.000    0.000    0.000    0.000 error.py:329(ProcessTerminated)
        1    0.000    0.000    0.000    0.000 error.py:34(LoginDenied)
        1    0.000    0.000    0.000    0.000 error.py:363(ProcessExitedAlready)
        1    0.000    0.000    0.000    0.000 error.py:371(NotConnectingError)
        1    0.000    0.000    0.000    0.000 error.py:383(NotListeningError)
        1    0.000    0.000    0.000    0.000 error.py:395(ReactorNotRunning)
        1    0.000    0.000    0.000    0.000 error.py:401(ReactorNotRestartable)
        1    0.000    0.000    0.000    0.000 error.py:408(ReactorAlreadyRunning)
        1    0.000    0.000    0.000    0.000 error.py:414(ReactorAlreadyInstalledError)
        1    0.000    0.000    0.000    0.000 error.py:421(ConnectingCancelledError)
        1    0.000    0.000    0.000    0.000 error.py:440(UnsupportedAddressFamily)
        1    0.000    0.000    0.000    0.000 error.py:448(UnsupportedSocketType)
        1    0.000    0.000    0.000    0.000 error.py:455(AlreadyListened)
        1    0.000    0.000    0.000    0.000 error.py:5(<module>)
        1    0.000    0.000    0.000    0.000 error.py:52(MulticastJoinError)
        1    0.000    0.000    0.000    0.000 error.py:59(MessageLengthError)
        1    0.001    0.001    0.001    0.001 error.py:6(<module>)
        1    0.000    0.000    0.000    0.000 error.py:7(<module>)
        1    0.000    0.000    0.000    0.000 error.py:7(Unauthorized)
        1    0.000    0.000    0.000    0.000 error.py:71(DNSLookupError)
        1    0.000    0.000    0.000    0.000 error.py:71(PageRedirect)
        1    0.000    0.000    0.000    0.000 error.py:83(ConnectInProgressError)
        1    0.000    0.000    0.000    0.000 error.py:89(ConnectError)
        1    0.000    0.000    0.000    0.000 errors.py:13(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:25(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:29(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
